"WTD","HAND","SoilFertility","SoilSand_content","TreeHeight","MCWD_STD","DrySeasonLength","Long","Lat","SegGeo_number","HAND_CLASS","EVI_anomaly_fit_mean","EVI_anomaly_fit_standardize"
2.48157,2.48157,-0.398032,0.31,31.0294,23.8549,0.636607,-62.9263,20.1613,21,3,-0.584800950141758,-0.293445123823061
53.956,53.956,-0.761442,0.4,32.23,61.0098,2.32938,-63.5907,12.8285,9,53,-0.160212363952711,1.02387155342269
3.92015,3.92015,-0.663937,0.27,30.0797,48.9887,3.71063,-63.2906,22.4604,12,3,-0.756767667347075,-0.826984252934043
29.2693,29.2693,-0.678133,0.35,35.0422,93.3873,6,-58.2556,16.4932,9,29,-0.0473557880855536,1.37401721056587
7.84275,7.84275,0.164533,0.35,39.0367,54.7254,4,-73.2564,26.1589,12,7,-0.554339687692288,-0.19893686255581
13.4454,13.4454,0.231975,0.48,26.6471,55.0617,5,-61.9308,28.7478,12,13,-0.343174807811868,0.456217390204103
9.67954,9.67954,0.131992,0.31,38.1659,63.0682,4,-68.59,25.8266,12,9,-0.840369719857549,-1.08636564378233
9.6553,9.6553,-0.547523,0.55,31.4492,46.6241,4.36497,-57.9213,12.1659,9,9,-0.340832285564533,0.46348523423856
10.5924,10.5924,-0.303021,0.42,34.103,56.9747,5,-66.2583,27.8236,12,11,-0.492929153113091,-0.0084062548306788
15.5964,15.5964,-0.453642,0.34,33.3931,122.119,6,-56.2609,16.8246,9,15,-0.440792369239245,0.153351873223177
14.0581,14.0581,-0.254454,0.4,32.5012,87.3143,5,-53.2515,19.5246,12,15,-0.593516818551437,-0.32048673348055
4.55236,4.55236,-0.470276,0.54,19.586,47.08,5.05796,-54.9024,11.5267,9,5,-0.112065717331892,1.17324999318796
4.03968,4.03968,-0.760228,0.38,25.4486,100.628,3.74111,-62.9143,17.7683,12,5,-0.257539368178187,0.721907511093248
17.0588,17.0588,-0.613485,0.33,33.8529,86.0008,5.48839,-56.928,17.4933,9,17,-0.360601436083171,0.402150020527499
8.79798,8.79798,0.191482,0.33,36.1303,69.9322,4.05965,-68.579,26.1459,12,9,-0.751451161318052,-0.810489409962473
27.92,27.92,-0.503397,0.41,32.8539,73.6512,4.52074,-58.5911,18.8261,12,27,-0.321919059453558,0.522164880811572
12.9695,12.9695,-0.0123709,0.35,35.6537,60.4996,5,-68.5909,28.8244,12,13,-0.710343791510149,-0.682950833639206
10.0096,10.0096,-0.424129,0.46,33.2844,52.2258,3.48938,-55.9254,12.4952,9,11,-0.502522621857456,-0.0381706827514084
13.6237,13.6237,0.615423,0.35,37.8643,64.8357,5,-70.9231,27.8262,12,13,-0.17032580084568,0.992493886860901
8.16821,8.16821,-0.269684,0.39,32.9381,78.1476,6.07442,-46.2602,20.1606,12,9,-0.483445636518079,0.0210170386254082
7.5797,7.5797,-0.424751,0.4,34.0167,38.3924,1.002,-68.2544,21.4949,21,7,-0.341109153244079,0.462626232316419
11.5627,11.5627,-0.173272,0.41,27.8251,103.957,6.22404,-53.8401,19.6054,12,11,-0.704969444523906,-0.666276534930831
5.70355,5.70355,-0.538509,0.72,26.77,44.1596,2,-68.5896,13.1623,21,5,0.852952205299821,4.16728762084522
4.4297,4.4297,-0.197978,0.38,24.9225,69.5735,4.16695,-50.2398,17.5602,12,5,-0.360450558446737,0.402618129264198
11.5944,11.5944,-0.225053,0.37,38.6937,65.4964,4,-52.9258,14.4949,9,11,-0.39745422740261,0.287811580476878
12.5248,12.5248,-0.164894,0.35,40.6706,61.0107,4,-52.2594,14.8282,9,13,-0.407213891666834,0.257531518982578
74.5124,74.5124,-0.87878,0.39,28.2033,56.8413,1.71466,-65.5852,15.4968,9,75,0.215714531998262,2.1902118309754
8.08684,8.08684,-0.23722,0.37,35.7578,60.1942,5,-66.2577,27.4927,12,9,-0.492734198843672,-0.00780139516473604
16.8862,16.8862,-0.367305,0.34,37.4846,80.5905,3.47852,-54.2592,15.4932,9,17,-0.293171972726478,0.611354788405911
10.7586,10.7586,-0.199635,0.45,10.8058,77.5428,6.4822,-44.9732,19.4617,12,11,-0.944727017579867,-1.41014167816847
3.19485,3.19485,-0.525934,0.39,32.2571,35.4226,1.0193,-67.2526,21.4876,21,3,-0.226811273752162,0.81724363779111
8.28935,8.28935,-0.506298,0.35,34.7497,58.3033,4.05534,-65.9241,26.1617,12,9,-0.387453484758886,0.318839605011561
3.6023,3.6023,-0.792855,0.41,26.4321,68.982,3.54453,-63.584,18.2248,12,3,-0.21763152470793,0.845724470536607
9.10134,9.10134,-0.347932,0.38,32.8169,100.815,6.275,-58.9249,15.1615,9,9,-0.451079137233838,0.121436434431327
28.1605,28.1605,-0.573863,0.35,30.9413,80.4929,5.41263,-59.925,17.827,9,29,-0.306638371636298,0.569574315629725
20.7835,20.7835,-0.0744951,0.4,30.5134,72.2208,5,-62.2441,27.1167,12,21,-0.813868550516755,-1.00414385668135
3.37883,3.37883,-0.423276,0.28,29.3217,27.0164,0.487681,-62.5925,20.1653,21,3,-0.711492440778756,-0.686514600747088
18.6272,18.6272,-0.535848,0.36,33.2667,63.0601,4.08,-58.596,19.1666,12,19,-0.309372803563095,0.561090543580426
29.5839,29.5839,-0.172231,0.47,29.2889,55.4035,5,-59.2451,27.8236,12,29,-0.943129280938844,-1.40518458513411
7.50653,7.50653,-0.564311,0.4,32.9757,20.3311,0,-67.9467,20.1393,21,7,-0.300082722164192,0.589913690404952
16.512,16.512,-0.620541,0.36,33.3524,63.9063,3.07795,-58.2535,22.1628,12,17,-0.319466808439493,0.52977316624999
32.1057,32.1057,-0.0292433,0.52,26.7319,60.6517,5,-60.5591,28.8082,12,33,-0.797134491214656,-0.95222523212638
34.9072,34.9072,-0.687224,0.4,30.4923,76.7495,5,-52.6256,18.1571,12,35,-0.311456879066682,0.554624549187698
4.135,4.135,-0.516854,0.47,23.0146,52.0641,5.68907,-54.5955,11.5327,9,5,-0.213241587798441,0.859344566062094
10.3693,10.3693,-0.583202,0.38,30.3161,81.6712,5.35826,-60.2584,17.4914,12,11,-0.389212145267215,0.313383234085463
14.3336,14.3336,0.45637,0.4,40.9816,52.3027,5,-71.5896,28.494,12,15,0.204699380301662,2.15603652927319
42.3292,42.3292,-0.661293,0.35,31.6944,52.8709,1.175,-62.9244,13.1617,9,43,-0.201783747199403,0.894893341976707
13.5149,13.5149,-0.373345,0.39,32.5255,104.921,6,-55.5888,20.1615,12,13,-0.475674013878991,0.0451290577534335
44.0643,44.0643,-0.366241,0.35,31.9024,116.421,6.08198,-63.2576,14.1618,9,45,-0.459607574196767,0.0949763443404849
12.3164,12.3164,-0.165135,0.37,33.4152,105.43,6.07227,-53.9275,20.1596,12,13,-0.644674523847342,-0.479207199710682
7.589,7.589,-0.468327,0.39,33.081,37.9403,0.446182,-67.9491,21.4925,21,7,-0.331885439463768,0.491243468822948
34.9576,34.9576,-0.327762,0.32,36.0255,86.2653,5,-54.2572,16.4921,9,35,-0.281749520023317,0.646793770824116
6.48898,6.48898,0.02608,0.41,28.9556,63.4994,3.4975,-60.9246,9.16243,9,7,-0.456036489353884,0.106055892336849
7.14975,7.14975,-0.333822,0.41,31.7762,74.5305,5.97844,-46.5947,19.8285,12,7,-0.421453881682567,0.213350924068549
3.77479,3.77479,-0.761163,0.45,26.4899,50.1177,1.82819,-63.9384,18.2083,12,3,-0.249368725770243,0.747257517800691
86.2588,86.2588,-0.641035,0.3,34.1056,38.8723,2.725,-66.9236,12.4952,9,87,0.333604149477601,2.5559728623153
10.0898,10.0898,-0.553881,0.38,28.1332,70.2819,5,-51.8857,18.9292,12,11,-0.407804055037887,0.255700494606804
26.0909,26.0909,-0.501173,0.32,30.6873,74.7678,4.76959,-58.9276,18.4921,12,27,-0.418883371080426,0.221326118398737
54.0175,54.0175,-0.642421,0.4,32.5747,75.4015,2.99181,-64.5895,14.4962,9,55,-0.20025046129541,0.899650471956212
7.48849,7.48849,-0.376712,0.44,27.2589,58.5753,4.97619,-46.6064,19.1913,12,7,-0.451921025448132,0.118824415594409
6.08376,6.08376,-0.8688,0.48,31.8151,14.1463,0,-69.5907,16.8294,21,7,-0.515038790368856,-0.0770029972591384
16.3079,16.3079,-0.501309,0.28,35.2233,67.291,4,-52.2595,13.495,9,17,-0.486664941991241,0.0110289114668137
6.62595,6.62595,-0.184,0.35,35.9351,52.5711,1.98281,-69.5905,22.4924,21,7,-0.597237152204137,-0.332029336661685
47.6424,47.6424,-0.630527,0.3,36.0575,110.744,5.72687,-58.2584,15.828,9,47,0.046099416892382,1.66396871679416
16.8968,16.8968,-0.643217,0.41,32.6261,54.9203,4,-59.5906,23.827,12,17,-0.34540478945734,0.449298711494675
48.9316,48.9316,-0.441315,0.34,36.99,83.5959,4.67063,-53.5923,16.8278,9,49,-0.144485299800465,1.07266590297839
13.6142,13.6142,-0.462784,0.35,34.6671,57.5476,4,-60.5939,25.1644,12,13,-0.37771069001478,0.349067327604363
11.6674,11.6674,-0.25005,0.42,36.2592,64.1909,5,-63.922,28.4937,12,11,-0.468257766795733,0.0681384986172088
20.8769,20.8769,-0.24587,0.35,25.5144,76.4583,5,-64.5906,10.4955,9,21,-0.861256601833697,-1.15116869986493
7.46157,7.46157,-0.590877,0.53,27.8771,46.6725,2,-69.926,13.8291,21,7,-0.390096395986701,0.310639782524268
34.2799,34.2799,-0.712325,0.32,36.3042,102.725,6,-58.5918,16.1604,9,35,0.0348938956761115,1.6292027799424
8.877,8.877,-0.277278,0.31,35.0543,49.5818,1.43434,-69.256,22.1611,21,9,-0.725491712393224,-0.729948349479139
15.9547,15.9547,-0.450804,0.34,34.5328,119.198,5.70474,-56.5936,16.1616,9,15,-0.386785785751565,0.320911189284748
13.9077,13.9077,-0.166336,0.34,33.0839,91.717,5.59484,-53.5889,19.8307,12,13,-0.757818685950865,-0.830245113870732
10.769,10.769,-0.275685,0.35,36.5013,57.1745,4,-66.2611,26.4955,12,11,-0.501417154405554,-0.0347408903407997
4.99954,4.99954,-0.418165,0.55,24.2138,46.8917,3.85769,-55.5928,11.8272,9,5,-0.0891685131250227,1.24429021882083
42.892,42.892,-0.781995,0.37,32.71,93.1428,3.81437,-64.924,15.4947,9,43,-0.165435465322699,1.00766650513492
7.07366,7.07366,-0.163263,0.44,35.5766,56.2013,5,-66.5915,27.8253,12,7,-0.481235084901812,0.0278754342694334
7.97016,7.97016,-0.306357,0.42,21.165,66.3074,5,-45.8972,18.8233,12,7,-0.493705649704306,-0.0108153914459915
15.9603,15.9603,-0.38906,0.29,35.2811,72.5942,4,-51.928,13.8298,9,15,-0.564555191241886,-0.230631198272966
3.59785,3.59785,-0.417949,0.45,20.6482,46.8371,4,-55.597,11.5449,9,3,-0.157328698271359,1.03281833394673
12.1522,12.1522,-0.10136,0.42,34.2618,61.425,5,-60.5889,27.158,12,13,-0.607096488474644,-0.362618637736139
63.3483,63.3483,-0.753921,0.37,33.6031,70.8205,3,-64.924,13.8283,9,63,-0.0411699170241201,1.39320932118207
12.392,12.392,-0.583604,0.35,34.5255,65.3048,4,-58.5874,22.8278,12,13,-0.35379476883759,0.423268196028978
3.18873,3.18873,-0.692629,0.45,30.6,20.808,0,-64.5913,19.1628,21,3,-0.268170775599059,0.688922803652543
15.093,15.093,-0.176685,0.57,25.0021,58.382,5.52201,-59.9284,29.1542,12,15,-0.299042077214038,0.59314236633389
5.12723,5.12723,-0.451896,0.42,32.6676,13.8469,0,-68.2588,19.8271,21,5,-0.300079412278554,0.589923959563599
58.0911,58.0911,-0.841356,0.41,34.3179,40.9944,2,-65.9241,13.495,9,59,-0.107656188381588,1.18693087443155
3.51287,3.51287,0.151867,0.4,31.6303,49.8436,4.50706,-75.3269,24.8394,12,3,-0.230962374216942,0.804364549541804
4.51267,4.51267,-0.614773,0.4,31.7627,71.8936,4.67893,-62.2576,25.4927,12,5,-0.244922202005389,0.76105317812163
7.96071,7.96071,-0.510622,0.53,30.6275,48.5237,2,-69.9231,13.4951,21,7,-0.388370889839253,0.315993289657198
25.2634,25.2634,-0.312201,0.64,25.9711,64.801,5,-58.9341,29.1708,12,25,0.337002148574335,2.56651539931463
6.22044,6.22044,-0.684262,0.34,34.0827,42.1314,2.81922,-65.9256,22.1571,12,7,-0.47223517368305,0.0557983072053699
16.3174,16.3174,-0.759598,0.36,29.3455,48.6958,2.49837,-59.923,19.4945,12,17,-0.507747653605021,-0.0543817201746824
9.02556,9.02556,-0.154761,0.42,29.2236,92.7027,6.56688,-61.2549,9.82733,9,9,-0.609156894837986,-0.369011196916064
11.8799,11.8799,-0.24251,0.37,30.2949,94.6552,5,-51.3199,16.8428,12,11,-0.654813049019953,-0.510662704467492
4.70031,4.70031,-0.799811,0.36,29.0294,61.6687,4,-62.2593,24.4946,12,5,-0.450063965829299,0.124586076849805
7.69884,7.69884,0.13587,0.35,33.1535,76.207,4.76072,-67.2573,26.5081,12,7,-0.690170066372197,-0.620360398024991
5.98338,5.98338,-0.832973,0.45,27.8709,59.2987,2.6334,-64.5946,16.8285,12,5,-0.403039161185076,0.270483921061934
16.42,16.42,-0.611921,0.35,32.9296,57.1831,4,-59.2564,23.4938,12,17,-0.3610456974677,0.400771667576116
6.49034,6.49034,-0.47953,0.41,23.1631,77.3569,4.1039,-48.95,19.4883,12,7,-0.276855046864756,0.661979226410606
42.8004,42.8004,-0.76564,0.39,30.9134,18.7011,0,-62.5914,12.4957,9,43,-0.251724801312113,0.739947623693519
85.3973,85.3973,0.130935,0.4,31.4108,47.3698,3.47956,-73.2582,29.1572,0,85,-0.882310453079658,-1.21648979013609
5.6925,5.6925,-0.341884,0.35,24.7082,57.9109,5,-46.3022,19.1773,12,5,-0.43393614125695,0.174623814480815
11.5965,11.5965,-0.84476,0.5,30.3044,51.7517,1,-65.5904,14.4949,12,11,-0.64690973184375,-0.486142093550411
8.88638,8.88638,-0.0654818,0.35,31.8527,66.983,5,-66.588,27.183,12,9,-0.758945021836968,-0.833739652101875
6.98395,6.98395,-0.457457,0.48,27.1789,37.8514,4.23103,-57.9267,11.4914,9,7,-0.443053473491533,0.146336634383941
52.4352,52.4352,-0.734555,0.41,30.0789,94.6799,4.16108,-63.2598,16.1632,9,53,-0.238051669623273,0.78236949981024
8.67879,8.67879,-0.644959,0.36,33.817,109.447,6,-58.2531,16.8232,9,9,-0.373693857172029,0.361529840883298
9.29162,9.29162,-0.678834,0.52,31.385,45.0588,2,-69.9231,14.1616,21,9,-0.495921147289758,-0.0176891323157336
11.1567,11.1567,-0.189926,0.3,35.8075,62.1662,4.47438,-66.2577,26.803,12,11,-0.823449790690533,-1.03387034458085
8.42834,8.42834,-0.250259,0.29,29.5051,78.0292,4,-51.0002,15.491,12,9,-0.921666675895335,-1.33859530675826
3.57625,3.57625,-0.946131,0.31,32.5358,49.3159,4,-62.2585,23.1562,12,3,-0.908902045079096,-1.29899212004982
8.94782,8.94782,-0.335354,0.42,34.1825,42.6859,1,-69.2551,21.8297,21,9,-0.441932311674518,0.149815119692983
3.62523,3.62523,-0.886168,0.29,33.0733,50.4292,3,-62.9231,23.4939,12,3,-0.918872821539334,-1.32992717234139
12.4004,12.4004,-0.238295,0.42,29.7541,77.1289,4,-50.9962,15.7991,12,13,-0.676401851570816,-0.577643519701547
18.5769,18.5769,-0.598018,0.4,35.6356,54.4756,5.1315,-53.5924,12.1618,9,19,-0.165389076274982,1.00781043049746
34.5462,34.5462,-0.366163,0.28,34.611,47.3405,5,-63.9251,27.8821,12,35,-0.324395458491118,0.514481674390567
6.40048,6.40048,-0.43163,0.58,29.03,46.2487,5.74308,-57.5806,11.8508,9,7,-0.0131269707315787,1.48021458234994
13.8782,13.8782,-0.503539,0.31,35.2319,61.5446,4,-58.2583,22.8268,12,13,-0.455963078171266,0.106283655819675
26.6551,26.6551,-0.567819,0.3,34.1212,106.359,6,-57.2557,16.4889,9,27,-0.211741891582762,0.863997481613709
6.68856,6.68856,-0.50457,0.37,28.2912,81.9772,3.60131,-61.2498,17.8323,12,7,-0.339803176563039,0.466678119055698
12.402,12.402,-0.854881,0.47,30.4429,67.8686,3.41398,-64.9219,16.4921,9,13,-0.607934605331049,-0.365218955663508
14.1455,14.1455,-0.295072,0.34,36.9567,71.296,4,-51.5932,14.4951,9,15,-0.45591012018862,0.10644796177608
9.6781,9.6781,-0.277447,0.46,26.8737,91.3614,7,-61.2564,10.1622,9,9,-0.642299556452637,-0.471838692269066
4.97431,4.97431,-0.48989,0.36,32.9005,22.4947,0,-67.9333,21.1405,21,5,-0.351997385409089,0.428844707604624
3.86254,3.86254,-0.640361,0.46,30.369,20.0588,0,-63.9244,19.1643,21,3,-0.294414799786492,0.607498827915348
10.3982,10.3982,-0.37627,0.38,29.3167,76.8764,5,-52.8899,19.2851,12,11,-0.50252197497894,-0.0381686757642092
51.5835,51.5835,-0.584374,0.46,33.4842,90.5687,3.70429,-63.5906,13.4942,9,51,-0.429575400771963,0.18815332599589
17.2552,17.2552,-0.540013,0.35,34.0124,106.436,6,-56.929,16.8273,9,17,-0.311984719011771,0.552986887730937
28.1434,28.1434,-0.469803,0.35,31.7215,99.5961,6.27468,-63.258,13.8295,9,29,-0.340777648441889,0.46365474984778
37.0265,37.0265,-0.756724,0.32,31.9463,50.5093,1.72687,-63.2574,12.8285,9,37,-0.212757088283904,0.860847760710698
49.5108,49.5108,-0.702746,0.38,28.8037,61.4852,3.45625,-64.924,12.162,9,49,-0.235215365704757,0.791169337053004
17.3863,17.3863,-0.617141,0.39,33.1525,106.899,6,-58.2622,17.1677,9,17,-0.294329564897277,0.607763275299706
24.6706,24.6706,0.0191119,0.41,34.4782,53.2418,5,-61.2524,27.4918,12,25,-0.633916275448679,-0.445828958998386
8.26544,8.26544,-0.799396,0.49,32.1638,31.5923,1.23475,-69.9265,14.8205,21,9,-0.534434884400035,-0.137180776341787
5.89678,5.89678,-0.336695,0.44,34.1392,49.3865,1,-69.5922,21.8273,21,5,-0.406900851262709,0.258502749388716
75.1098,75.1098,-0.724487,0.4,29.3407,93.0332,4.17127,-63.5909,16.1617,9,75,0.114885680249451,1.87738305442155
3.93128,3.93128,-0.681195,0.35,27.9953,63.3624,2.70728,-62.919,18.5054,12,3,-0.360370365537831,0.402866933541409
3.90177,3.90177,-0.520007,0.33,29.1889,79.4673,2.92333,-61.9389,18.1662,12,3,-0.429179742418269,0.189380884542603
4.18837,4.18837,-0.932184,0.27,32.8131,52.6441,4,-61.9273,23.1539,12,5,-1.03163167434916,-1.67976963665894
18.7705,18.7705,-0.701714,0.41,28.422,64.1712,2.54233,-59.5912,19.826,12,19,-0.480330977071002,0.0306804939490721
9.44639,9.44639,-0.571617,0.33,36.1359,67.2498,4.79459,-51.6132,19.1523,12,9,-0.411544511655919,0.244095458476006
19.3633,19.3633,-0.585924,0.37,32.6164,88.2188,5.31242,-57.5948,19.493,12,19,-0.301784502450309,0.584633794466083
12.6014,12.6014,-0.532664,0.48,23.826,39.3106,2,-67.589,12.8298,12,13,-0.683452212702262,-0.599517773040341
15.8027,15.8027,-0.364818,0.38,34.483,78.68,5,-52.5861,19.5006,12,15,-0.399784693855019,0.28058114041471
18.4868,18.4868,0.170652,0.4,38.9254,53.9428,3.84833,-72.9207,28.8266,12,19,-0.283302907234652,0.641974275090426
22.4446,22.4446,0.350686,0.42,40.3244,46.0884,4.34375,-72.5895,28.1593,12,23,0.109738933689309,1.86141490243214
27.4858,27.4858,0.179313,0.4,34.0629,50.2551,3.97651,-75.5902,24.8269,0,27,-0.605248753505652,-0.356885906878649
41.827,41.827,-0.334301,0.27,37.7297,89.6129,4.72652,-53.9248,16.162,9,41,-0.162716496622087,1.01610230141097
14.9856,14.9856,-0.481372,0.35,35.8798,68.2087,3.4907,-56.9246,15.4916,9,15,-0.291386066769555,0.616895690299113
8.0671,8.0671,-0.0704905,0.53,22.9704,66.7854,5.22485,-61.4939,30.5539,12,9,-0.256242235976999,0.725931957196604
78.1257,78.1257,-0.362275,0.4,27.5019,49.8836,4.17293,-65.2571,11.1625,9,79,-0.174566319876158,0.979337371069545
9.65269,9.65269,-0.52746,0.38,31.2765,68.1231,3.89211,-51.5855,18.8667,12,9,-0.37527181760761,0.356634104951056
31.263,31.263,-0.479961,0.36,31.1453,111.164,6,-63.9284,15.4899,9,31,-0.346485928353596,0.445944400180657
15.3978,15.3978,-0.393122,0.43,35.8389,56.6396,4.25481,-60.5925,25.4925,12,15,-0.391523695739967,0.306211482212944
6.10521,6.10521,-0.217765,0.54,25.123,73.4756,5,-60.5613,30.9087,12,7,-0.170391366212782,0.992290465585949
22.9532,22.9532,-0.190547,0.54,29.6545,52.093,5,-63.5896,29.094,12,23,-0.55430183317622,-0.19881941619256
3.31514,3.31514,-0.65998,0.35,27.3556,86.1429,3.15692,-62.5678,17.8044,12,3,-0.316542011231809,0.538847560297709
18.714,18.714,-0.21545,0.45,26.6536,62.0332,5,-60.2398,30.8567,12,19,-0.919203336020504,-1.33095261733044
15.8586,15.8586,-0.415631,0.37,34.0581,101.228,6,-57.925,14.4949,9,15,-0.377362292984926,0.35014825448902
19.6534,19.6534,-0.268816,0.44,28.0378,53.5367,5,-55.9254,25.8264,12,19,-0.839033712004161,-1.08222058316731
21.8525,21.8525,-0.42392,0.37,34.7897,49.6026,4,-59.5909,24.827,12,21,-0.255801117457298,0.727300559183433
12.5712,12.5712,-0.864008,0.37,26.9224,40.5792,2,-60.5691,19.815,12,13,-0.605496641672124,-0.357654997773712
6.73774,6.73774,-0.485647,0.38,33.2373,20.4181,0,-68.2381,20.1314,21,7,-0.321406486906911,0.523755174064758
14.9066,14.9066,-0.312876,0.35,36.4731,62.8444,3.98938,-52.5925,13.8283,9,15,-0.416477651955346,0.228790035299288
50.3828,50.3828,-0.309046,0.37,36.0496,49.8896,5,-63.9238,28.1597,12,51,-0.426009413432642,0.199217058620211
15.6864,15.6864,-0.240584,0.34,39.3801,71.625,3.07564,-53.2557,15.1605,9,15,-0.358592402247558,0.408383192739118
4.44734,4.44734,-0.92433,0.63,32.1859,55.6798,3.97402,-62.5929,23.4916,12,5,-0.439380086278411,0.15773358285413
7.88759,7.88759,-0.175754,0.39,33.8194,64.0706,5,-66.2491,27.1914,12,7,-0.525275844539982,-0.108764195332153
7.96672,7.96672,0.115384,0.37,30.1796,16.6656,0,-76.5733,17.4996,21,7,-0.617088529421817,-0.393619664630378
14.3475,14.3475,-0.356824,0.29,36.1173,66.7799,4,-52.2599,13.8281,9,15,-0.600701508846028,-0.342777752725463
16.2128,16.2128,-0.143812,0.54,35.6946,67.9646,5,-63.5909,28.4925,12,17,-0.248080045485637,0.751255741223949
5.1145,5.1145,-0.56894,0.32,27.2791,75.3718,2.75416,-62.2317,18.1176,12,5,-0.482839967558038,0.0228961702080864
10.6182,10.6182,0.154519,0.59,22.5315,46.1722,5,-50.857,27.5221,12,11,0.700862229716499,3.69541751459464
36.444,36.444,-0.606879,0.33,34.8338,119.613,5.98278,-57.5945,16.4939,9,37,-0.0638494544967821,1.32284442227343
5.52296,5.52296,-0.0398505,0.28,29.8085,37.0995,2.02386,-65.5893,33.8194,12,5,-1.07196679445186,-1.8049122526367
2.62147,2.62147,-0.891598,0.26,31.7328,48.9593,4,-62.258,22.8289,12,3,-1.02362310816302,-1.65492248310607
17.6767,17.6767,-0.462293,0.29,35.0412,63.5362,3.99187,-52.5925,13.4951,9,17,-0.459292899987848,0.0959526437436991
24.9872,24.9872,-0.544473,0.31,29.5367,73.5888,5,-52.9515,18.7615,12,25,-0.468481680533876,0.0674437901132244
39.7103,39.7103,-0.621343,0.39,31.9623,41.1781,2.14878,-62.2584,13.1621,9,39,-0.250180438820749,0.744739119583332
91.0804,91.0804,-0.0355016,0.42,25.4833,52.6912,3.74491,-64.9351,34.5114,0,91,-0.329735099576795,0.497915053239008
3.92257,3.92257,-0.909176,0.3,31.7533,47.1685,3.69496,-61.9264,22.8275,12,3,-0.895140124079983,-1.25629476870133
16.4822,16.4822,-0.479276,0.36,31.6197,66.1581,4.29255,-58.9278,18.832,12,17,-0.436993247825946,0.165138921107673
24.9072,24.9072,-0.361083,0.32,34.9437,89.6514,5,-54.2589,17.1612,9,25,-0.350693088103524,0.432891383960503
6.94085,6.94085,-0.417464,0.45,24.8245,71.8726,5.42553,-57.9518,11.1764,9,7,-0.408097458535442,0.254790189118
27.8696,27.8696,-0.595229,0.27,33.613,55.0295,3.86412,-52.5927,13.1617,9,27,-0.229917384500374,0.807606705421549
8.85266,8.85266,-0.7483,0.55,25.0817,5.48194,0,-68.9233,17.1574,21,9,-0.477129665694171,0.0406127931274552
11.6182,11.6182,-0.674973,0.47,29.9864,92.4653,4.07932,-62.9255,16.1619,9,11,-0.556594898106871,-0.205933815338959
28.0351,28.0351,-0.633091,0.33,33.9942,88.8282,5.01101,-57.5927,17.825,9,29,-0.146934131431743,1.06506822642141
61.6193,61.6193,0.0395549,0.36,28.8208,30.8228,1.62458,-71.2473,30.1561,0,61,-0.916437399571508,-1.32237110023134
30.9241,30.9241,-0.34082,0.32,34.6791,54.0305,4,-56.9151,22.8351,12,31,-0.347712681682664,0.442138309598351
17.5986,17.5986,-0.378784,0.35,34.3897,92.9967,5.63134,-56.2643,15.4991,9,17,-0.409259782464916,0.251183995389619
9.85499,9.85499,-0.358101,0.41,30.6056,68.2093,5.442,-46.6168,19.5321,12,9,-0.49365792128911,-0.0106673105993549
21.8542,21.8542,-0.141417,0.33,34.6128,49.7078,5,-59.9252,27.493,12,21,-0.669169158028088,-0.555203566920997
8.43638,8.43638,-0.812947,0.45,29.4308,58.5202,1.46795,-65.2578,14.4949,9,9,-0.479682591773751,0.0326921560453536
3.02542,3.02542,-0.6175,0.38,28.327,96.4476,3.59169,-62.25,17.5158,12,3,-0.186741058512056,0.941564367348159
5.98217,5.98217,-0.0938075,0.38,27.311,60.4399,6,-63.3329,30.4239,12,5,-0.516678061111566,-0.0820889528362175
12.7295,12.7295,0.642528,0.32,38.6974,74.8894,5,-70.5905,27.4924,12,13,-0.367613085691859,0.380395872476952
17.4641,17.4641,-0.234678,0.31,38.3854,83.3142,4,-53.2572,15.4968,9,17,-0.480145770276086,0.0312551113731354
13.3837,13.3837,-0.699714,0.34,32.7908,53.853,3.21046,-52.5949,12.8302,9,13,-0.461402542993715,0.0894073243331903
33.0443,33.0443,0.117455,0.33,33.6621,29.4645,1.19712,-71.258,29.8241,9,33,-0.87719448046269,-1.20061711652243
18.4968,18.4968,-0.11265,0.38,34.3027,52.8882,5,-59.925,27.8268,12,19,-0.624986054840924,-0.418122306203811
4.2939,4.2939,-0.846829,0.3,32.3409,47.283,3.17111,-62.9254,23.1613,12,5,-0.821059879833397,-1.02645547397047
8.98585,8.98585,0.00271385,0.39,34.1099,68.0441,5,-66.897,27.5201,12,9,-0.570905189098582,-0.250332524095644
8.78003,8.78003,-0.2031,0.46,18.3402,39.0786,5,-64.2412,30.1184,12,9,-0.677247852427249,-0.580268298306987
49.4849,49.4849,-0.752247,0.37,32.1431,79.1471,3.59812,-64.924,15.1615,9,49,-0.153556783058411,1.04452097263462
5.35373,5.35373,-0.313171,0.4,33.6246,48.0238,1,-69.9251,21.849,21,5,-0.374847136581653,0.357951708429343
31.8452,31.8452,-0.24713,0.38,37.9619,57.778,3.95187,-52.9258,14.1616,9,31,-0.233519198196886,0.796431818943006
12.4801,12.4801,-0.389705,0.38,30.7705,100.695,5.43805,-62.9232,15.4941,9,13,-0.50400292075692,-0.0427634167320258
9.24113,9.24113,-0.188599,0.42,26.0427,68.2612,5,-61.2612,30.8956,12,9,-0.616288320926544,-0.391136960124451
7.02477,7.02477,-0.411798,0.4,33.8203,15.5665,0,-68.5904,20.0875,21,7,-0.342631394390463,0.457903369493091
