"PAR_anomaly","VPD_anomaly","Pre_anomaly","MCWD_anomaly","WTD","HAND","Drought_Length","EVI_anomaly","SoilFertility","SoilSand_content","SoilClay_content","Tree_Height","WoodDensity","DrySeasonLength","MCWD_STD","SegGeo_number","year","HAND_CLASS","Drought_Condition","Long","Lat"
0.323453,1.57471,-1.78474,-2.34687,10.5071,10.5071,3.41065,-0.74982,0.290648,0.309644,0.398408,29.9356,0.631889,5,67.35,12,"2005",11,"Severe Drought",-68.5891,26.5135
0.304844,-0.394985,-0.910088,-1.18674,5.42215,5.42215,2,-0.749787,-0.228941,0.412333,0.367667,33.4533,0.717587,4,57.6699,9,"2015",6,"Medium Drought",-60.4788,10.1789
-1.17228,2.09149,-0.999649,-1.53776,4.41136,4.41136,3,-0.749615,-0.555446,0.345919,0.359411,31.8546,0.660685,4.09531,62.4666,12,"2010",5,"Medium Drought",-65.5897,25.1791
-0.459422,1.71769,-0.431229,-1.57444,3.03829,3.03829,3.32192,-0.749453,0.0943314,0.379725,0.375361,29.0651,0.609391,4.07192,51.5119,12,"2005",4,"Medium Drought",-75.0179,25.2215
2.54718,1.82638,-1.88785,-1.11859,7.27522,7.27522,3.97761,-0.749428,-0.841395,0.306037,0.395215,31.3377,0.67574,4,58.8896,12,"2015",8,"Medium Drought",-61.6047,23.8941
1.69782,0.168262,-1.99816,-1.54813,7.51265,7.51265,4,-0.748927,-0.231236,0.415556,0.376667,24.8333,0.693586,4,82.0975,12,"2015",8,"Medium Drought",-51.0682,16.0136
-0.418558,-0.106757,-0.732347,-1.23451,15.0531,15.0531,1.87738,-0.748887,-0.203282,0.577847,0.291853,23.5395,0.647304,5,69.3101,12,"2005",16,"Medium Drought",-58.9095,28.8911
-0.105787,2.08971,-1.53974,-1.37624,26.313,26.313,2,-0.748843,-0.183509,0.413044,0.369244,26.0074,0.656002,5,65.1704,12,"2010",27,"Medium Drought",-51.006,25.121
0.50964,0.257252,-1.46318,-1.73829,6.35536,6.35536,1,-0.748733,0.115711,0.451372,0.341172,33.6035,0.593759,0,28.8354,21,"2015",7,"Medium Drought",-75.9253,18.154
-0.957548,1.84107,-0.958186,-1.09487,13.2442,13.2442,2.26801,-0.748682,-0.654134,0.35732,0.406599,30.8703,0.658296,5,74.8098,12,"2010",14,"Medium Drought",-64.5966,26.726
1.78785,0.634167,-1.50242,-2.19176,13.875,13.875,3.90566,-0.748447,-0.185606,0.34766,0.493308,33.5723,0.682406,5.78616,78.5757,12,"2015",14,"Severe Drought",-52.6086,20.1249
1.54281,1.24275,-0.253211,-1.70513,8.24742,8.24742,4,-0.748322,-0.487756,0.473462,0.358846,28.8462,0.688468,7,98.1562,9,"2015",9,"Medium Drought",-61.047,14.6426
-0.937439,-0.217381,-1.6717,-1.04821,7.43006,7.43006,2,-0.747675,0.255047,0.283502,0.397845,38.8283,0.628096,4,72.7193,12,"2015",8,"Medium Drought",-70.0439,25.439
0.710274,-0.384054,-1.39236,-2.13803,15.1842,15.1842,1.57808,-0.747581,-1.06987,0.449456,0.343478,26.7918,0.633441,1.32256,27.9928,21,"2015",16,"Severe Drought",-72.5962,16.8334
-1.78574,1.64668,-1.8761,-1.32927,4.2201,4.2201,1,-0.747239,-0.524149,0.4,0.34,34,0.66692,0,17.471,21,"2010",5,"Medium Drought",-67.7526,21.048
0.638409,0.833018,-1.74858,-1.04271,11.2335,11.2335,1,-0.746963,0.417859,0.302921,0.38809,35.2079,0.630097,5,70.0387,12,"2015",12,"Medium Drought",-68.887,27.0221
1.65315,0.259712,-1.79155,-2.45557,13.8655,13.8655,4.95506,-0.74677,-0.434538,0.42168,0.451302,34.8773,0.70261,4.88516,77.0523,9,"2015",14,"Severe Drought",-57.5717,14.1575
-1.49685,1.97962,-0.815627,-1.39026,6.68585,6.68585,2.57123,-0.746575,0.0763593,0.308603,0.381578,30.8394,0.650678,4.10196,62.8145,12,"2010",7,"Medium Drought",-67.2716,26.1449
-1.4746,2.48063,-1.58278,-1.93545,6.94708,6.94708,2,-0.745472,-0.372686,0.338032,0.390371,37.0149,0.636901,0,28.0723,21,"2010",7,"Medium Drought",-72.2557,22.4397
0.32877,-0.856733,-1.8922,-1.83443,6.27367,6.27367,2,-0.745424,-0.868809,0.492783,0.32713,30.0957,0.64704,2,50.3664,21,"2015",7,"Medium Drought",-72.4608,15.608
-0.116339,1.59845,-0.896767,-1.0761,11.3012,11.3012,1,-0.744812,-0.188541,0.384286,0.431714,36.5524,0.66137,5,49.25,12,"2010",12,"Medium Drought",-60.4618,26.605
2.32757,1.36825,-2.31705,-1.53169,26.441,26.441,3,-0.744697,-0.157843,0.382012,0.425503,27.1716,0.670051,5.27219,79.1104,12,"2015",27,"Medium Drought",-48.8711,21.8659
0.0406724,1.02118,-0.918925,-1.15616,10.2623,10.2623,2,-0.744576,-0.104254,0.354286,0.456825,34.3016,0.701159,4,68.9534,9,"2005",11,"Medium Drought",-52.4634,15.024
0.584823,1.06398,-1.72007,-1.05484,13.8415,13.8415,3,-0.744185,-0.0627163,0.500571,0.322667,12.5238,0.65538,5.81905,59.4492,12,"2015",14,"Medium Drought",-49.61,25.895
1.88845,0.288057,-1.77607,-1.48033,9.97514,9.97514,3.91462,-0.743901,-0.12399,0.361302,0.445934,40.3458,0.702595,3.97545,70.2563,9,"2015",10,"Medium Drought",-52.5954,14.8959
-1.69883,2.51114,-2.15835,-1.80353,5.64344,5.64344,1,-0.743557,-0.694673,0.452117,0.326136,34.8532,0.628361,0,15.5987,21,"2010",6,"Medium Drought",-72.8529,19.2076
0.696952,0.0883925,-1.64865,-2.61857,3.21355,3.21355,1.16246,-0.743502,-0.59471,0.348721,0.332923,28.986,0.6725,0,12.6841,21,"2015",4,"Severe Drought",-64.2446,20.1729
2.35829,0.81245,-1.66315,-2.40946,24.982,24.982,5.48352,-0.74342,-0.296054,0.362604,0.452868,29.6516,0.67896,6,110.24,9,"2015",25,"Severe Drought",-62.9779,15.1488
-0.943918,2.06583,-0.36186,-1.29418,7.3015,7.3015,3.28571,-0.743106,-0.0786949,0.406667,0.33619,13.619,0.623517,5.28571,66.8203,12,"2010",8,"Medium Drought",-64.548,31.7769
-0.716123,2.08899,-1.00123,-1.75484,5.77561,5.77561,2,-0.742859,-0.443611,0.366153,0.360237,33.6192,0.655152,3,55.6824,12,"2010",6,"Medium Drought",-66.8763,24.4388
0.31718,0.784946,-0.985798,-1.06191,26.5854,26.5854,2.92123,-0.742819,-0.150914,0.322096,0.524158,29.1849,0.678165,7,92.7728,12,"2005",27,"Medium Drought",-52.6416,20.9123
-1.11887,-0.0739378,-0.926134,-1.63228,18.6169,18.6169,2,-0.742786,-0.121818,0.416248,0.391093,28.3678,0.657105,5,51.66,12,"2005",19,"Medium Drought",-53.259,25.7308
1.60115,1.03973,-1.90504,-2.08086,21.9279,21.9279,4,-0.742723,-0.199203,0.388505,0.433665,28.7998,0.67895,7,88.4536,12,"2015",22,"Severe Drought",-46.6231,20.8346
-1.25719,1.34486,-1.83896,-1.26062,5.97968,5.97968,2,-0.742436,-0.590048,0.236522,0.382862,31.1174,0.672853,3,49.2356,12,"2010",6,"Medium Drought",-63.5987,21.9018
0.302604,0.975324,-1.77355,-2.04967,3.68862,3.68862,1.72248,-0.741917,-0.712297,0.467341,0.293891,28.6264,0.677347,0,28.1359,21,"2015",4,"Severe Drought",-64.5962,18.4864
2.78669,1.93638,-2.34491,-2.67108,2.49172,2.49172,4.79773,-0.741193,-0.859024,0.287108,0.431059,28.3346,0.678946,2.9811,48.7012,12,"2015",3,"Severe Drought",-60.9215,21.6019
1.60612,0.543099,-2.13474,-1.39574,18.8263,18.8263,4,-0.740764,-0.328565,0.411176,0.431324,41.7941,0.707619,3,60.8552,9,"2015",19,"Medium Drought",-54.4422,13.7325
-0.48906,-0.202476,-1.1365,-1.15142,6.40253,6.40253,3,-0.740083,0.173259,0.324827,0.390346,34.5281,0.61024,4,60.8191,12,"2015",7,"Medium Drought",-73.6262,26.176
-1.32539,2.86508,-2.09394,-2.33081,11.7484,11.7484,1.97864,-0.739776,0.209392,0.487002,0.321014,36.7612,0.601395,0,20.3975,21,"2010",12,"Severe Drought",-75.9253,20.1505
-0.611366,-1.84288,-1.00597,-1.15658,7.27243,7.27243,1,-0.738938,-0.33898,0.442049,0.389391,28.5761,0.630765,3,52.7229,21,"2015",8,"Medium Drought",-73.5818,14.6075
0.82178,-0.288358,-1.47374,-2.28963,4.76323,4.76323,2,-0.737918,-0.851703,0.56344,0.233092,24.4606,0.697463,0.924771,28.7122,21,"2015",5,"Severe Drought",-66.5964,14.4753
-0.465042,1.56013,-1.40535,-1.28998,18.2209,18.2209,2.61509,-0.73772,-0.0561143,0.413132,0.398981,28.5849,0.66083,5,57.1521,12,"2010",19,"Medium Drought",-55.2482,25.5418
-1.77885,0.616251,-1.54842,-1.71651,3.26778,3.26778,1.9375,-0.736414,-0.409016,0.31023,0.366875,30.7566,0.671289,0.289474,20.9109,21,"2010",4,"Medium Drought",-63.2484,20.0922
0.624448,1.08994,-1.56399,-1.21648,8.89576,8.89576,2,-0.735904,-0.125512,0.43375,0.38125,28.875,0.658982,5,59.3611,12,"2015",9,"Medium Drought",-53.7549,25.7681
-0.890735,1.22946,-1.49722,-1.8374,21.985,21.985,2.30876,-0.735676,-0.658594,0.520092,0.337281,24.0184,0.650835,5,49.6818,12,"2010",22,"Medium Drought",-55.0162,28.2248
-1.08585,1.92126,-1.44428,-1.40217,8.97703,8.97703,2.10017,-0.735488,-0.11096,0.347125,0.378937,36.9991,0.637857,2.79443,39.2736,12,"2010",9,"Medium Drought",-70.5768,23.4562
1.60284,0.579493,-2.00522,-1.85627,8.78351,8.78351,4.98069,-0.735374,-0.206825,0.407375,0.409247,28.7838,0.680392,6.48456,95.0488,12,"2015",9,"Medium Drought",-45.9958,20.4232
-0.36143,-0.198364,-0.701183,-1.1406,19.174,19.174,1,-0.734423,-0.102104,0.33,0.47,41.5385,0.692106,4,72.7888,9,"2005",20,"Medium Drought",-51.7552,15.6072
-1.52079,2.05063,-1.13346,-1.38218,10.9758,10.9758,2.27861,-0.734126,0.31065,0.33199,0.407537,29.3731,0.639823,5,78.246,12,"2010",11,"Medium Drought",-67.5647,27.1448
0.685391,1.77918,-1.43795,-2.6335,4.85629,4.85629,4.0566,-0.733984,-0.691831,0.255577,0.382891,30.8626,0.672852,2.60226,50.2458,12,"2015",5,"Severe Drought",-64.2731,21.4802
2.32527,2.07878,-1.97921,-2.75964,3.68831,3.68831,3.71916,-0.732766,-0.487051,0.26111,0.423012,30.0922,0.675216,2.87228,46.4151,12,"2015",4,"Severe Drought",-61.9287,20.8267
-0.127642,1.23366,-1.93829,-1.92555,5.00889,5.00889,3.09158,-0.732713,-0.789934,0.521216,0.300396,27.4752,0.6873,0,21.4555,21,"2015",6,"Medium Drought",-66.0185,17.437
-1.12741,1.99381,-1.57714,-2.30256,7.83098,7.83098,4,-0.732656,-0.506389,0.371209,0.366932,32.3035,0.625582,3.97503,59.8518,12,"2010",8,"Severe Drought",-72.5886,24.4913
2.28097,1.6851,-2.29838,-1.67525,6.21882,6.21882,3.02013,-0.732072,-0.603782,0.258047,0.372323,28.3322,0.67499,3.45302,48.3657,12,"2015",7,"Medium Drought",-62.5835,22.1946
0.913892,-0.247996,-1.19274,-2.36013,80.6513,80.6513,2.525,-0.731629,-0.817577,0.357283,0.398554,26.7152,0.690675,4,53.0687,9,"2015",41,"Severe Drought",-65.2572,12.8994
0.134095,-0.108154,-0.760242,-1.07871,120.327,120.327,2,-0.731488,-0.737415,0.348947,0.421053,24.2632,0.701191,4,79.8941,9,"2015",41,"Medium Drought",-61.4672,12.192
1.42364,1.12342,-2.19072,-1.85817,4.60734,4.60734,4.74434,-0.731362,-0.708624,0.367261,0.343769,30.569,0.666012,4.25566,77.0995,12,"2015",5,"Medium Drought",-64.2635,25.816
0.585471,1.51298,-1.60507,-2.30627,4.78274,4.78274,4.10219,-0.731332,-0.759697,0.30179,0.367284,32.8038,0.67098,2.57407,53.5054,12,"2015",5,"Severe Drought",-64.5936,21.8235
-0.581093,-0.220966,-0.360093,-1.06051,13.4666,13.4666,1.88679,-0.731114,-0.446738,0.62488,0.2791,24.4481,0.646844,6,59.5682,12,"2005",14,"Medium Drought",-58.3446,29.164
2.47065,1.57565,-1.73231,-1.74453,19.4593,19.4593,4.99096,-0.730541,-0.599175,0.411325,0.456898,33.5663,0.69463,5,77.306,12,"2015",20,"Medium Drought",-57.6033,19.1434
-0.135188,1.29305,-2.53626,-2.25854,5.62561,5.62561,2.20756,-0.73049,-0.431791,0.403363,0.326452,31.9974,0.681602,0,13.9566,21,"2015",6,"Severe Drought",-67.6001,19.1909
0.745005,-1.2666,-1.30079,-1.37256,9.93293,9.93293,3,-0.729877,-0.641776,0.538895,0.308986,30.8786,0.676109,2,44.9627,21,"2015",10,"Medium Drought",-69.5982,13.8992
3.00099,1.93273,-1.65759,-1.83305,8.33724,8.33724,4.74068,-0.729754,-0.692817,0.377787,0.461783,30.8395,0.68825,3.98379,70.2883,12,"2015",9,"Medium Drought",-57.9777,21.146
0.738378,-0.188484,-1.33198,-2.10389,69.8464,69.8464,2.49597,-0.729459,-0.808946,0.362507,0.384503,29.0121,0.715701,4.32124,56.2026,9,"2015",41,"Severe Drought",-60.2553,11.4883
-1.2185,0.702559,-0.929429,-1.02063,4.25955,4.25955,3,-0.729438,-0.426386,0.47125,0.36625,34.4375,0.644801,5,56.7263,12,"2005",5,"Medium Drought",-64.7531,28.7343
-1.04553,2.05426,-0.618873,-1.66925,4.17539,4.17539,4.43197,-0.729335,-0.000674499,0.305043,0.342815,27.5391,0.612447,5,94.3418,12,"2010",5,"Medium Drought",-66.2687,32.518
-0.756156,1.9885,-0.915504,-1.53475,18.1872,18.1872,2.99731,-0.729115,0.504081,0.370063,0.393441,39.2652,0.589729,5,49.8836,12,"2010",19,"Medium Drought",-71.614,28.1809
0.613447,0.620166,-1.82337,-2.21995,8.10751,8.10751,1,-0.728958,-0.862579,0.497706,0.321945,32.4674,0.627234,0,20.9574,21,"2015",9,"Severe Drought",-73.2556,18.1585
0.654231,0.03808,-1.4318,-1.86044,7.83853,7.83853,1,-0.728579,0.0237956,0.464465,0.339838,34.4026,0.596297,0,22.5836,21,"2015",8,"Medium Drought",-75.925,18.8231
2.39579,1.73445,-2.36562,-2.34338,4.38962,4.38962,3.33068,-0.728524,-0.557373,0.254078,0.368048,29.0518,0.676329,3,50.6713,12,"2015",5,"Severe Drought",-62.3229,21.8456
-1.08141,-0.0576207,-1.04271,-1.54827,10.6072,10.6072,2,-0.727548,-0.127879,0.456056,0.3615,28.3444,0.657106,5,53.3004,12,"2005",11,"Medium Drought",-53.0467,25.7304
1.64251,0.252426,-1.77264,-2.61768,13.3782,13.3782,6,-0.72724,-0.467021,0.422101,0.41,36.6345,0.702875,4,64.0351,9,"2015",14,"Severe Drought",-57.1501,12.7327
0.505241,1.32985,-1.99573,-1.40225,3.79559,3.79559,1,-0.726408,-0.611574,0.368821,0.345244,33.6748,0.672989,0,15.6296,21,"2015",4,"Medium Drought",-66.3571,20.7224
-1.58658,1.75816,-1.49785,-1.36641,9.57523,9.57523,2.58407,-0.725938,-0.39198,0.396844,0.356165,34.8289,0.655948,2.58407,54.3188,12,"2010",10,"Medium Drought",-68.4606,22.83
-1.33333,1.67845,0.419403,-1.74621,10.2285,10.2285,3.33019,-0.725402,-0.0787157,0.49934,0.319434,23.3774,0.633251,5.33019,69.3112,12,"2010",11,"Medium Drought",-61.5109,30.5761
0.177534,0.266485,-0.865494,-1.10586,3.69544,3.69544,2,-0.725294,0.0206773,0.598235,0.412941,5.09524,0.644097,6.80952,62.3558,12,"2005",4,"Medium Drought",-51.2307,32.3895
1.31023,1.06014,-2.04091,-1.58299,26.9374,26.9374,3,-0.725001,0.0379442,0.4175,0.396591,24,0.658934,5,63.1865,12,"2015",27,"Medium Drought",-62.6519,27.8465
-1.11804,2.02687,-1.11709,-1.80422,5.07343,5.07343,3.4533,-0.724751,-0.438989,0.360419,0.356078,33.6003,0.655983,3.90247,62.0817,12,"2010",6,"Medium Drought",-66.5955,24.4958
1.67056,1.34145,-1.63596,-2.26938,23.2013,23.2013,3.7446,-0.724613,-0.256905,0.389245,0.456619,23.7662,0.672567,6.31655,71.2029,12,"2015",24,"Severe Drought",-47.6264,21.4722
1.62261,1.3373,-1.13124,-1.16881,7.10575,7.10575,2.73976,-0.724567,-0.718889,0.350819,0.374892,32.8747,0.667048,3,52.9931,12,"2015",8,"Medium Drought",-65.2132,23.5126
2.42966,1.71138,-2.34167,-1.90148,21.0318,21.0318,3.70743,-0.723921,-0.444445,0.36363,0.448841,34.3092,0.672619,4,62.0471,12,"2015",22,"Medium Drought",-59.9264,24.83
0.962157,-0.0973092,-0.196309,-2.0826,102.17,102.17,1,-0.723586,-0.624466,0.353333,0.427778,24.3333,0.70744,8,189.103,9,"2015",41,"Severe Drought",-60.2807,12.6494
2.60128,2.18546,-1.5221,-1.55049,9.94428,9.94428,3.84495,-0.723332,-0.436472,0.430508,0.454959,34.4162,0.688351,6,96.7663,12,"2015",10,"Medium Drought",-56.2593,20.494
-1.12979,2.07676,-1.49826,-2.13372,6.12945,6.12945,3.14414,-0.723041,-0.588441,0.354595,0.365676,29.6622,0.622926,1.83333,28.7367,21,"2010",7,"Severe Drought",-73.8515,23.1956
-1.21706,-0.394367,-0.457215,-1.03637,12.0834,12.0834,2,-0.722911,0.672997,0.336282,0.369546,37.1153,0.610452,5,79.0265,12,"2015",13,"Medium Drought",-70.8767,27.1748
-0.891089,2.25189,-0.512945,-1.77715,5.49532,5.49532,3.45732,-0.722841,0.0430221,0.328902,0.369421,27.1585,0.613857,5,68.002,12,"2010",6,"Medium Drought",-67.9486,30.184
-0.939027,1.79454,-1.35967,-1.37654,5.67708,5.67708,1.48959,-0.72283,-0.657002,0.389177,0.358186,31.1229,0.66516,3,44.4466,12,"2010",6,"Medium Drought",-66.296,22.5213
0.519061,0.238765,-1.2932,-2.09991,58.5938,58.5938,1.78723,-0.72246,-0.666579,0.371505,0.375981,28.9811,0.712234,4.51694,46.6577,9,"2015",41,"Severe Drought",-60.5961,11.1771
1.04133,1.36392,-0.918157,-1.14281,6.63477,6.63477,1.32765,-0.722317,-0.66559,0.353891,0.369147,33.8703,0.666651,3,56.1781,12,"2015",7,"Medium Drought",-65.4614,23.8489
1.21762,0.969892,-1.04692,-1.04501,4.6209,4.6209,2.5586,-0.722099,-0.474142,0.349665,0.364262,34.3105,0.660147,4,59.6122,12,"2015",5,"Medium Drought",-65.9516,24.5315
0.297169,-0.776314,-1.59029,-1.39757,6.5092,6.5092,2,-0.721921,-0.905882,0.474559,0.347868,29.5,0.648521,2,50.4131,21,"2015",7,"Medium Drought",-72.043,15.605
-1.90533,1.22528,-1.68917,-1.05733,5.97086,5.97086,1,-0.721904,-0.708726,0.386061,0.332727,31.9697,0.672991,0,16.6215,21,"2010",6,"Medium Drought",-65.9054,20.6488
-0.0460576,0.174305,-0.666722,-1.30231,8.02815,8.02815,2,-0.721642,-0.354523,0.412994,0.417389,30.8217,0.683262,6,73.4705,12,"2005",9,"Medium Drought",-46.6349,19.6098
-1.58988,2.11617,-2.06452,-1.37863,8.12375,8.12375,3,-0.721593,-0.0489977,0.364355,0.380987,36.6171,0.645903,3,64.8727,12,"2010",9,"Medium Drought",-69.1689,23.4935
0.433032,0.906731,-0.217011,-1.05882,17.894,17.894,2.53726,-0.721508,-0.381167,0.350711,0.460503,30.9723,0.673829,6,68.1839,12,"2010",18,"Medium Drought",-50.2539,21.1516
-0.88681,2.14949,-0.63289,-1.2604,4.06867,4.06867,2.00586,-0.720935,-0.507604,0.42937,0.347306,27.8726,0.641315,5,62.1235,12,"2010",5,"Medium Drought",-65.5915,28.4924
0.757322,0.120042,-1.49197,-1.97015,6.33237,6.33237,1,-0.720481,-0.293703,0.5004,0.321433,32.9567,0.605282,0,30.3883,21,"2015",7,"Medium Drought",-75.1426,17.8943
-1.8036,1.8094,-0.945399,-1.11226,8.59684,8.59684,2.37313,-0.720246,-0.166498,0.346402,0.369246,34.9859,0.64176,3.10134,65.6933,12,"2010",9,"Medium Drought",-68.6125,24.5021
-0.82326,1.47298,-0.777115,-2.30091,11.5892,11.5892,2.57255,-0.720158,-0.698657,0.602706,0.306784,16.1294,0.637751,5,50.211,12,"2010",12,"Severe Drought",-57.6417,30.822
0.181469,0.0623765,-1.42771,-1.06401,11.5645,11.5645,2,-0.719959,-0.755859,0.411111,0.394444,29.5556,0.69827,3,72.546,9,"2015",12,"Medium Drought",-62.2243,11.3162
-1.29172,1.73702,-0.857472,-1.13814,11.2217,11.2217,4,-0.719938,0.0846814,0.353343,0.378023,29.1224,0.599906,5,80.9188,12,"2010",12,"Medium Drought",-69.2264,29.8447
2.25525,0.0988774,-1.89703,-1.12715,22.2225,22.2225,2,-0.719456,-0.465618,0.349042,0.46893,33.7859,0.673843,6,67.1556,12,"2015",23,"Medium Drought",-50.1788,20.9011
0.725111,-0.345094,-1.33271,-1.18273,23.814,23.814,2.23643,-0.718815,-0.206469,0.38056,0.416217,32.6235,0.660004,5,48.018,12,"2005",24,"Medium Drought",-58.8974,26.9098
-0.3182,-0.17572,-1.96341,-2.95344,4.90913,4.90913,1,-0.718597,-0.719821,0.458479,0.315913,33.0142,0.63671,0,12.4492,21,"2015",5,"Severe Drought",-72.25,19.1536
-0.672262,1.75173,-1.64327,-1.20844,5.61187,5.61187,2,-0.718594,-0.859987,0.298,0.380566,34.0126,0.674654,4,56.2818,12,"2010",6,"Medium Drought",-63.3376,23.8276
-0.0479045,0.192193,-1.05519,-1.07059,11.8166,11.8166,2,-0.71838,-0.252765,0.395325,0.426753,34.9872,0.663234,5,57.0198,12,"2005",12,"Medium Drought",-60.6148,26.3136
1.08272,0.120077,-1.10594,-1.52829,18.4012,18.4012,2,-0.718192,-0.2847,0.341311,0.436148,36.9549,0.667311,4,40.4804,12,"2005",19,"Medium Drought",-60.1714,25.6059
1.54371,1.01335,-1.6714,-2.64746,9.0396,9.0396,5.19231,-0.717935,-0.506887,0.461726,0.40372,34.3876,0.703251,7,101.405,9,"2015",10,"Severe Drought",-58.3166,13.6076
2.45321,0.096015,-1.62718,-1.44678,9.85567,9.85567,2,-0.717493,-0.56325,0.382395,0.422141,29.2468,0.673846,5.27426,54.1497,12,"2015",10,"Medium Drought",-49.8852,20.4794
1.53154,1.67726,-1.38207,-1.07372,23.2917,23.2917,1.2,-0.717402,-0.078821,0.3632,0.4284,29.92,0.670502,4.2,56.9384,12,"2015",24,"Medium Drought",-55.4586,24.0715
-0.749678,1.94228,-1.29082,-1.33314,3.61714,3.61714,4,-0.717385,0.158267,0.332868,0.363167,26.4613,0.610581,5,71.6267,12,"2010",4,"Medium Drought",-74.2328,25.6039
2.36292,1.67867,-2.33523,-1.67023,4.7606,4.7606,3.47864,-0.717052,-0.856536,0.305864,0.378176,32.5864,0.671982,4,72.0647,12,"2015",5,"Medium Drought",-63.2585,24.4928
1.48494,1.10669,-1.59474,-1.3182,4.40637,4.40637,3.48574,-0.716938,-0.554841,0.345739,0.358629,31.8826,0.660681,4.07579,62.4,12,"2015",5,"Medium Drought",-65.5919,25.1767
1.54371,1.01334,-1.6714,-2.64746,6.85471,6.85471,5.19231,-0.716318,-0.475962,0.472086,0.399163,32.5701,0.70325,7,101.405,9,"2015",7,"Severe Drought",-58.3166,13.7326
0.746892,1.94962,-1.62226,-1.50351,4.27103,4.27103,1.1121,-0.716238,-0.5796,0.380698,0.32898,31.2936,0.680945,0,12.1271,21,"2015",5,"Medium Drought",-66.3309,19.178
2.5414,1.92531,-2.16644,-2.52653,7.87893,7.87893,5.91322,-0.7158,-0.807516,0.3521,0.430661,29.8116,0.680007,3.26035,66.0315,12,"2015",8,"Severe Drought",-59.6017,22.4517
-0.965818,1.29301,-1.32165,-1.08898,8.70396,8.70396,3,-0.715376,-0.37911,0.404072,0.354299,34.2308,0.660893,2,51.1345,12,"2010",9,"Medium Drought",-68.4591,22.1986
-0.544828,2.08251,-0.793084,-1.69282,13.2957,13.2957,3.81186,-0.715325,0.00361415,0.427648,0.337883,26.1401,0.627038,6.96626,56.2852,12,"2010",14,"Medium Drought",-62.8723,32.1763
0.153118,0.476236,-0.971462,-1.34423,19.0773,19.0773,4,-0.715253,-0.460025,0.37122,0.478095,30.9888,0.683682,4,70.7069,12,"2005",20,"Medium Drought",-56.282,21.4287
-0.317991,0.193812,-1.79797,-1.1239,4.64055,4.64055,2,-0.715163,-0.239365,0.371934,0.346131,35.4787,0.645355,0,15.6055,21,"2015",5,"Medium Drought",-71.1424,21.4277
-0.918971,2.17347,-1.12727,-1.32954,8.98585,8.98585,2,-0.714608,0.00271385,0.345803,0.422635,34.1099,0.640117,5,68.0441,12,"2010",9,"Medium Drought",-66.897,27.5201
-0.588175,1.75422,-1.70497,-1.33891,5.92878,5.92878,2,-0.714558,-0.866573,0.310916,0.373588,35.3282,0.674655,4,54.3613,12,"2010",6,"Medium Drought",-63.3363,24.0223
1.86078,2.1375,-1.59783,-1.9849,17.4855,17.4855,1,-0.714272,-0.69089,0.435207,0.379941,34.2962,0.722131,0,20.619,9,"2015",18,"Medium Drought",-58.859,11.8213
1.33704,1.55018,-2.07384,-1.86546,10.2651,10.2651,4,-0.713673,-0.399334,0.40059,0.419735,33.883,0.667407,4.57908,65.1572,12,"2015",11,"Medium Drought",-60.9242,25.8266
0.887694,1.0735,-1.41634,-1.2535,8.16451,8.16451,3.53546,-0.713295,-0.707189,0.37469,0.366844,33.6144,0.661118,4.46454,64.5143,12,"2015",9,"Medium Drought",-65.2641,26.1663
-1.25335,1.78504,-1.7617,-1.62496,6.78165,6.78165,3.85379,-0.713275,-0.638261,0.376397,0.365587,33.0992,0.661999,3,50.591,12,"2010",7,"Medium Drought",-66.8809,22.6009
-0.352736,1.54589,-0.783546,-1.18549,44.2702,44.2702,2.07453,-0.712953,0.063225,0.349048,0.440331,28.5839,0.662896,4.07453,58.7099,12,"2010",41,"Medium Drought",-52.6061,23.8933
1.22991,0.35487,-2.59878,-2.09398,64.4669,64.4669,6.12876,-0.712922,-0.0386891,0.329428,0.437368,29.3176,0.661005,5.54793,97.0075,12,"2015",41,"Severe Drought",-50.5501,23.1387
-0.261909,0.481049,-0.902703,-1.23044,11.5928,11.5928,2.95492,-0.712619,-0.0242542,0.356926,0.452828,35.0574,0.668461,5.87295,92.7788,12,"2005",12,"Medium Drought",-53.5021,22.4507
-0.526851,-0.128455,-0.955917,-1.16436,15.1424,15.1424,1,-0.712382,-0.0831317,0.392955,0.395331,34.4277,0.654727,5,57.0402,12,"2005",16,"Medium Drought",-60.258,27.6062
-0.646327,1.95655,-0.883911,-1.31298,16.7741,16.7741,2,-0.7118,-0.6363,0.394444,0.410741,32.0741,0.651665,5,65.0647,12,"2010",17,"Medium Drought",-65.1663,27.3121
2.18573,0.0745037,-1.53001,-1.40258,20.5221,20.5221,2,-0.710718,-0.423503,0.342062,0.462212,33.1872,0.674103,6,62.1752,12,"2015",21,"Medium Drought",-50.6181,20.8036
0.901708,0.302155,-1.78291,-1.33791,24.9256,24.9256,3.6422,-0.710607,-0.212945,0.382685,0.376878,25.3519,0.655246,5,72.8607,12,"2015",25,"Medium Drought",-51.5963,25.4895
2.35175,0.0109576,-1.3722,-1.35093,10.2417,10.2417,3,-0.710106,-0.547272,0.374988,0.413214,37.0416,0.679085,5,66.998,12,"2015",11,"Medium Drought",-50.6015,20.149
-0.972218,0.0364957,-1.33913,-1.26587,3.39247,3.39247,1.3287,-0.709766,-0.434314,0.332731,0.3775,29.2731,0.673872,1.87037,28.8933,21,"2010",4,"Medium Drought",-62.4714,20.1689
